Exon	DifferentialExonScore	TumorScore	NormalScore	TumorGreaterThansNormalFlag	HighTumorCount	HighNormal	NumGTEx1stQuartile	NumGTEx2ndQuartile	NumGTEx3rdQuartile	NumGTEx4thQuartile	NumDisease1stQuartile	NumDisease2ndQuartile	NumDisease3rdQuartile	NumDisease4thQuartile	GTEx1stQuartile	GTEx2ndQuartile	GTEx3rdQuartile	GTEx4thQuartile	Disease1stQuartile	Disease2ndQuartile	Disease3rdQuartile	Disease4thQuartile	GeneSymbol	Matrisome	Surfaceome	SharedSurfaceMatrisome	CheckDE	CheckSignificant	Gene	AS_Flag	SigExonMaxProp	SigExonMinProp	SigExonPropFlag	ExonSplicingAnnotation	ExonAPRISAnnotation	HighNormalExonProp>0.3_Flag	HighRiskTumorNormalMatch	CheckForHighIHCNormalFlag	CheckForHighMediumInBrain	CheckForExonCoverageBias	IHC_AboveIntermediate(Exclude Testis Ovary)	BoneMarrowHigh	HighProteomicsHitInGTExForGene	LowRiskTumorNormalPair	ExcludeTestisOvaryRNAExpr	OncogeneTumorSuppressors	FinalPrioritization	Surfaceome	Matrisome	SharedSurfaceMatrisome	TargetExon
QSOX2_chr9_136218679_136218808_-	443.77244311625714	1.0625	0.2	true	3	1	25	4	1	0	3	10	2	1	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Testis,Spleen,Pancreas,Thyroid,	Pituitary,		DSRCT,MEL,LGG,	EWS,ST,BT,OS,CPC,EPD,HGG,NBL,WLM,RHB,	ACT,MB,	RB,	QSOX2	false	true	false	true	true	QSOX2	Gene	1.0	0.9166666666666666	false	Canonical	PRINCIPAL	true	false	true	true	false	true	true	true	false	true	NA	Tier 2	true	false	false	false
DLK1_chr14_100732046_100732185_+	295.52690359985326	0.5625	0.43333333333333335	true	3	4	25	1	0	4	12	1	1	2	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Uterus,Muscle,Colon,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Pancreas,		Testis,Ovary,Pituitary,Adrenal_Gland,	EWS,RB,ST,DSRCT,BT,OS,MEL,MB,CPC,EPD,HGG,LGG,	WLM,	NBL,	ACT,RHB,	DLK1	true	true	true	true	true	DLK1	Gene	1.0	0.6	false	Missing_in_annotated_transcripts	NA	true	false	false	false	false	true	false	false	true	true	NA	Tier 2	true	true	true	false
GPRC5B_chr16_19872401_19872846_-	475.883099390968	0.6875	0.5	true	3	3	19	8	2	1	10	3	1	2	Spleen,Liver,Lung,Bladder,Vagina,Cervix_Uteri,Blood_Vessel,Blood,Esophagus,Small_Intestine,Uterus,Salivary_Gland,Pituitary,Adrenal_Gland,Skin,Colon,Pancreas,Prostate,Thyroid,	Heart,Nerve,Ovary,Stomach,Fallopian_Tube,Adipose_Tissue,Breast,Kidney,	Testis,Muscle,	Brain,	EWS,RB,ST,DSRCT,ACT,OS,MEL,NBL,WLM,RHB,	BT,MB,CPC,	EPD,	HGG,LGG,	GPRC5B	false	true	false	true	true	GPRC5B	Gene	0.75	0.25	false	Missing_in_annotated_transcripts	NA	true	true	false	true	false	true	false	true	false	true	NA	Not Prioritized	true	false	false	false
COL20A1_chr20_63309333_63309497_+	225.32380732028818	0.375	0.0	true	2	0	30	0	0	0	13	1	1	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,RHB,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,	HGG,	LGG,	DSRCT,	COL20A1	true	false	false	true	true	COL20A1	Gene	1.0	1.0	false	Alt_Transcript	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	false
MMP11_chr22_23780957_23781100_+	569.3312957717844	0.5625	0.1	true	3	0	27	3	0	0	10	3	3	0	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Blood,Kidney,Nerve,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Testis,Ovary,Cervix_Uteri,			EWS,RB,DSRCT,ACT,BT,MB,CPC,EPD,HGG,LGG,	ST,MEL,NBL,	OS,WLM,RHB,	NA	MMP11	true	false	false	true	true	MMP11	Gene	0.5	0.25	false	Canonical	NA	false	false	false	false	false	true	true	false	false	false	NA	Tier 2	false	true	false	false
TFRC_chr3_196060180_196060604_-	397.01635974104505	0.5625	0.03333333333333333	true	2	0	29	1	0	0	9	5	2	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Lung,			ST,OS,CPC,EPD,HGG,NBL,WLM,RHB,LGG,	EWS,ACT,BT,MEL,MB,	RB,DSRCT,	NA	TFRC	true	true	true	true	true	TFRC	Gene	1.0	0.3333333333333333	false	Missing_in_annotated_transcripts	NA	true	false	true	true	false	true	false	true	false	true	NA	Tier 2	true	true	true	false
PROM1_chr4_15991222_15991293_-	209.8679573055978	0.5625	0.3	true	2	2	24	4	1	1	10	4	1	1	Heart,Spleen,Brain,Fallopian_Tube,Liver,Lung,Bladder,Vagina,Cervix_Uteri,Blood_Vessel,Blood,Esophagus,Nerve,Ovary,Uterus,Adipose_Tissue,Pituitary,Breast,Adrenal_Gland,Muscle,Skin,Colon,Prostate,Thyroid,	Testis,Stomach,Small_Intestine,Pancreas,	Kidney,	Salivary_Gland,	EWS,ST,DSRCT,ACT,BT,OS,MEL,MB,NBL,LGG,	EPD,HGG,WLM,RHB,	CPC,	RB,	PROM1	true	true	true	true	true	PROM1	Gene	1.0	0.25	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	true	false	true	NA	Tier 2	true	true	true	false
PROM1_chr4_16008949_16009108_-	213.00443781631384	0.4375	0.1	true	2	1	28	1	1	0	12	2	1	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Kidney,	Salivary_Gland,		EWS,ST,DSRCT,ACT,BT,OS,MEL,MB,HGG,NBL,WLM,LGG,	EPD,RHB,	CPC,	RB,	PROM1	true	true	true	true	true	PROM1	Gene	1.0	0.25	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	true	false	true	NA	Tier 2	true	true	true	false
COL2A1_chr12_47977102_47977155_-	259.1675209559023	0.375	0.1	true	2	0	27	3	0	0	13	1	1	1	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Testis,Stomach,Pituitary,			EWS,ST,OS,HGG,LGG,RB,DSRCT,ACT,BT,MEL,MB,EPD,NBL,	RHB,	CPC,	WLM,	COL2A1	true	false	false	true	true	COL2A1	Gene	1.0	0.5	false	Canonical	PRINCIPAL	false	false	false	false	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
WNT5A_chr3_55474337_55474629_-	112.82127484298404	0.1875	0.0	true	1	0	30	0	0	0	14	1	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,NBL,WLM,	EPD,	EWS,	NA	WNT5A	true	true	true	true	true	WNT5A	Gene	1.0	0.6666666666666666	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	true	true	true	false
GALNT1_chr18_35677591_35677757_+	671.4577792676192	2.25	0.9	true	15	3	6	21	3	0	0	1	10	5	Spleen,Brain,Liver,Prostate,Blood,Kidney,	Heart,Testis,Stomach,Fallopian_Tube,Lung,Vagina,Cervix_Uteri,Blood_Vessel,Esophagus,Nerve,Ovary,Small_Intestine,Uterus,Adipose_Tissue,Pituitary,Breast,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,	Salivary_Gland,Bladder,Skin,			NBL,	EWS,RB,ACT,OS,CPC,EPD,HGG,WLM,RHB,LGG,	ST,DSRCT,BT,MEL,MB,	GALNT1	false	true	false	true	true	GALNT1	Gene	0.6666666666666666	0.3333333333333333	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	true	true	true	NA	Not Prioritized	true	false	false	false
COL13A1_chr10_69935350_69935391_+	314.560050731351	0.4375	0.1	true	2	0	27	3	0	0	12	2	1	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,	Lung,Blood_Vessel,Prostate,			RB,ST,ACT,BT,MEL,MB,CPC,EPD,HGG,NBL,RHB,LGG,	DSRCT,OS,	WLM,	EWS,	COL13A1	true	false	false	true	true	COL13A1	Gene	1.0	0.6666666666666666	false	Alt_Transcript	PRINCIPAL	false	false	false	true	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
PHOSPHO1_chr17_49226647_49226754_-	166.34417067460447	0.25	0.23333333333333334	true	2	2	27	1	0	2	14	0	2	0	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Spleen,		Testis,Blood,	ST,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		EWS,OS,	NA	PHOSPHO1	true	false	false	true	true	PHOSPHO1	Gene	0.6666666666666666	0.25	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	false	false	false	false	true	NA	Tier 2	false	true	false	true
GFRA1_chr10_116056933_116064544_-	65.12229805247206	0.125	0.06666666666666667	true	1	0	28	2	0	0	15	0	1	0	Heart,Testis,Brain,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Nerve,Fallopian_Tube,			EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,NBL,		WLM,	NA	GFRA1	true	false	false	true	true	GFRA1	Gene	0.6666666666666666	0.45454545454545453	false	Missing_in_annotated_transcripts	PRINCIPAL	false	false	false	false	false	true	false	false	false	true	NA	Tier 2	false	true	false	false
DLK1_chr14_100728396_100728455_+	246.52221176899974	0.5	0.4	true	3	4	25	1	1	3	13	0	1	2	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Uterus,Muscle,Colon,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Pancreas,	Testis,	Ovary,Pituitary,Adrenal_Gland,	EWS,ST,OS,HGG,LGG,RB,DSRCT,BT,MEL,MB,CPC,EPD,WLM,		NBL,	ACT,RHB,	DLK1	true	false	false	true	true	DLK1	Gene	1.0	0.6	false	Canonical	NA	true	false	false	false	false	true	false	false	true	true	NA	Tier 2	true	true	true	false
RELN_chr7_103833537_103833672_-	219.08717624566103	0.1875	0.0	true	1	0	30	0	0	0	15	0	0	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,CPC,EPD,NBL,WLM,			MB,	RELN	true	false	false	true	true	RELN	Gene	1.0	0.5	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	true	NA	Tier 2	false	true	false	false
ITGA1_chr5_52849365_52849485_+	280.9753165594344	0.5	0.16666666666666666	true	2	0	25	5	0	0	10	4	2	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Muscle,Pancreas,Thyroid,Spleen,Stomach,Vagina,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Lung,Bladder,Adrenal_Gland,Colon,Blood_Vessel,			RB,OS,MB,CPC,EPD,HGG,NBL,WLM,RHB,LGG,	EWS,ACT,BT,MEL,	ST,DSRCT,	NA	ITGA1	true	true	true	true	true	ITGA1	Gene	0.8333333333333334	0.1111111111111111	true	Canonical	PRINCIPAL	true	false	false	true	false	true	false	true	true	true	NA	Not Prioritized	true	true	true	false
ITIH2_chr10_7713181_7713383_+	73.12672374480344	0.1875	0.06666666666666667	true	1	1	29	0	1	0	15	0	0	1	Heart,Testis,Brain,Fallopian_Tube,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Liver,		EWS,ST,OS,HGG,RHB,LGG,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,			DSRCT,	ITIH2	true	false	false	true	true	ITIH2	Gene	1.0	1.0	false	Missing_in_annotated_transcripts	NA	true	false	false	false	false	false	false	true	false	true	NA	Tier 2	false	true	false	false
IGF2R_chr6_160046498_160046645_+	886.1761382322046	1.625	0.06666666666666667	true	9	1	29	0	1	0	1	6	7	2	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,		Muscle,		NBL,	OS,CPC,EPD,HGG,WLM,LGG,	EWS,RB,DSRCT,ACT,BT,MB,RHB,	ST,MEL,	IGF2R	true	false	false	true	true	IGF2R	Gene	0.6666666666666666	0.4583333333333333	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	true	true	true	NA	Not Prioritized	true	true	true	false
DLK1_chr14_100732046_100732184_+	295.98622860790283	0.5625	0.43333333333333335	true	3	4	25	1	0	4	12	1	1	2	Heart,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Uterus,Muscle,Colon,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Breast,Skin,Prostate,	Pancreas,		Testis,Ovary,Pituitary,Adrenal_Gland,	EWS,RB,ST,DSRCT,BT,OS,MEL,MB,CPC,EPD,HGG,LGG,	WLM,	NBL,	ACT,RHB,	DLK1	true	true	true	true	true	DLK1	Gene	1.0	0.6	false	Missing_in_annotated_transcripts	NA	true	false	false	false	false	true	false	false	true	true	NA	Tier 2	true	true	true	false
COL20A1_chr20_63307490_63307648_+	301.3790933206905	0.5	0.0	true	3	0	30	0	0	0	13	0	1	2	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,OS,RHB,RB,ACT,BT,MEL,MB,CPC,EPD,NBL,WLM,		HGG,	DSRCT,LGG,	COL20A1	true	false	false	true	true	COL20A1	Gene	1.0	1.0	false	Alt_Transcript	PRINCIPAL	false	false	false	false	false	false	false	false	false	false	NA	Tier1	false	true	false	false
CLCN3_chr4_169713079_169713295_+	551.0365602508575	2.0625	0.8333333333333334	true	13	5	10	15	5	0	0	3	9	4	Spleen,Ovary,Uterus,Fallopian_Tube,Liver,Lung,Adipose_Tissue,Muscle,Blood_Vessel,Blood,	Heart,Stomach,Bladder,Vagina,Cervix_Uteri,Kidney,Esophagus,Nerve,Small_Intestine,Breast,Skin,Colon,Pancreas,Prostate,Thyroid,	Testis,Brain,Salivary_Gland,Pituitary,Adrenal_Gland,			OS,WLM,RHB,	ST,DSRCT,ACT,BT,MEL,CPC,EPD,HGG,NBL,	EWS,RB,MB,LGG,	CLCN3	false	true	false	true	true	CLCN3	Gene	1.0	0.5	false	Alt_Transcript	PRINCIPAL	false	true	false	true	false	true	true	true	true	true	NA	Tier 2	true	false	false	false
IGF2R_chr6_160024572_160024704_+	902.6895577576404	1.5625	0.03333333333333333	true	9	0	29	1	0	0	3	4	6	3	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Muscle,			CPC,NBL,LGG,	OS,EPD,HGG,WLM,	RB,DSRCT,ACT,BT,MB,RHB,	EWS,ST,MEL,	IGF2R	true	false	false	true	true	IGF2R	Gene	0.6666666666666666	0.4583333333333333	false	Canonical	PRINCIPAL	false	false	true	true	false	true	false	true	true	true	NA	Not Prioritized	true	true	true	false
COL14A1_chr8_120231467_120231618_+	181.3052879607615	0.625	0.6	true	3	5	18	7	4	1	10	3	2	1	Heart,Testis,Spleen,Brain,Stomach,Liver,Lung,Blood,Kidney,Esophagus,Salivary_Gland,Pituitary,Adrenal_Gland,Muscle,Skin,Colon,Pancreas,Prostate,	Nerve,Small_Intestine,Fallopian_Tube,Adipose_Tissue,Bladder,Breast,Thyroid,	Ovary,Uterus,Vagina,Cervix_Uteri,	Blood_Vessel,	RB,ACT,BT,OS,MB,CPC,EPD,HGG,NBL,LGG,	EWS,MEL,WLM,	ST,RHB,	DSRCT,	COL14A1	true	true	true	true	true	COL14A1	Gene	1.0	0.375	false	Alt_Transcript	PRINCIPAL	false	false	false	false	false	true	false	true	false	true	NA	Not Prioritized	true	true	true	false
ASTN1_chr1_177061078_177061265_-	365.702070393473	0.5625	0.0	true	3	0	30	0	0	0	11	2	2	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				EWS,ST,ACT,BT,OS,MEL,CPC,EPD,NBL,WLM,RHB,	RB,MB,	HGG,LGG,	DSRCT,	ASTN1	false	true	false	true	true	ASTN1	Gene	1.0	0.75	false	Canonical	PRINCIPAL	false	true	false	false	false	false	false	false	false	true	NA	Tier 2	true	false	false	false
ITGA4_chr2_181474960_181475066_+	386.76179112528985	0.4375	0.03333333333333333	true	1	0	29	1	0	0	10	5	1	0	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Spleen,			ACT,BT,MB,CPC,EPD,HGG,NBL,WLM,RHB,LGG,	EWS,ST,DSRCT,OS,MEL,	RB,	NA	ITGA4	true	false	false	true	true	ITGA4	Gene	0.4642857142857143	0.1875	true	Canonical	PRINCIPAL	false	false	false	false	false	false	true	false	false	true	NA	Tier 2	true	true	true	false
SLIT2_chr4_20595697_20595834_+	167.13776649189185	0.625	0.4	true	2	1	19	10	1	0	8	6	2	0	Heart,Testis,Spleen,Brain,Stomach,Liver,Blood_Vessel,Blood,Kidney,Ovary,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Muscle,Skin,Pancreas,Thyroid,	Nerve,Uterus,Fallopian_Tube,Bladder,Vagina,Adrenal_Gland,Colon,Cervix_Uteri,Prostate,Esophagus,	Lung,		RB,DSRCT,ACT,MEL,HGG,NBL,RHB,LGG,	EWS,ST,BT,MB,CPC,WLM,	OS,EPD,	NA	SLIT2	true	false	false	true	true	SLIT2	Gene	0.8333333333333334	0.25	false	Canonical	PRINCIPAL	true	false	false	false	false	false	false	false	false	true	NA	Not Prioritized	false	true	false	false
HMCN1_chr1_186061851_186061964_+	446.38115806920274	0.375	0.0	true	2	0	30	0	0	0	13	1	1	1	Heart,Testis,Brain,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,				ST,OS,HGG,RHB,LGG,RB,ACT,BT,MB,CPC,EPD,NBL,WLM,	DSRCT,	MEL,	EWS,	HMCN1	true	false	false	true	true	HMCN1	Gene	1.0	0.9230769230769231	false	Canonical	PRINCIPAL	false	false	true	false	false	true	false	true	false	true	NA	Tier 2	false	true	false	false
ADAM10_chr15_58597164_58597518_-	493.38763116616815	1.9375	0.9333333333333333	true	15	1	3	26	1	0	0	1	15	0	Liver,Muscle,Pancreas,	Heart,Testis,Brain,Fallopian_Tube,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Ovary,Uterus,Adrenal_Gland,Colon,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,	Nerve,			NBL,	EWS,ST,OS,HGG,RHB,LGG,RB,DSRCT,ACT,BT,MEL,MB,CPC,EPD,WLM,	NA	ADAM10	true	false	false	true	true	ADAM10	Gene	1.0	0.25	false	Missing_in_annotated_transcripts	NA	false	false	false	false	false	true	true	true	true	true	NA	Tier 2	true	true	true	false
BCAN_chr1_156658124_156658277_+	611.0195820866019	0.5625	0.1	true	3	1	29	0	0	1	13	0	0	3	Heart,Testis,Fallopian_Tube,Liver,Lung,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Skin,Prostate,			Brain,	EWS,ST,OS,RHB,RB,DSRCT,ACT,BT,MEL,MB,CPC,NBL,WLM,			EPD,HGG,LGG,	BCAN	true	false	false	true	true	BCAN	Gene	1.0	0.75	false	Missing_in_annotated_transcripts	NA	true	true	true	true	true	true	false	true	false	true	NA	Not Prioritized	false	true	false	false
SEMA3C_chr7_80758331_80758488_-	106.593298188487	0.625	0.5	true	2	2	17	11	2	0	9	5	1	1	Heart,Testis,Spleen,Brain,Stomach,Fallopian_Tube,Liver,Lung,Blood_Vessel,Blood,Kidney,Small_Intestine,Pituitary,Adrenal_Gland,Muscle,Pancreas,Thyroid,	Nerve,Ovary,Uterus,Salivary_Gland,Adipose_Tissue,Vagina,Breast,Skin,Cervix_Uteri,Prostate,Esophagus,	Bladder,Colon,		EWS,ACT,OS,CPC,EPD,HGG,NBL,WLM,LGG,	RB,ST,BT,MB,RHB,	MEL,	DSRCT,	SEMA3C	true	false	false	true	true	SEMA3C	Gene	0.8888888888888888	0.5	false	Canonical	PRINCIPAL	false	false	false	false	false	false	false	false	false	true	NA	Tier 2	false	true	false	false
ADAM17_chr2_9526111_9526244_-	919.6199581747304	1.9375	0.1	true	11	0	27	3	0	0	0	5	7	4	Heart,Brain,Fallopian_Tube,Liver,Bladder,Cervix_Uteri,Blood,Kidney,Nerve,Ovary,Uterus,Adrenal_Gland,Muscle,Colon,Pancreas,Thyroid,Spleen,Stomach,Vagina,Blood_Vessel,Esophagus,Small_Intestine,Salivary_Gland,Adipose_Tissue,Pituitary,Breast,Prostate,	Testis,Lung,Skin,				ACT,OS,NBL,WLM,LGG,	EWS,ST,MEL,CPC,EPD,HGG,RHB,	RB,DSRCT,BT,MB,	ADAM17	true	true	true	true	true	ADAM17	Gene	1.0	0.3333333333333333	false	Canonical	PRINCIPAL	false	false	false	true	false	true	true	true	false	true	NA	Tier 2	true	true	true	true
IGF2_chr11_2132500_2133223_-	831.9536856668299	1.25	0.23333333333333334	true	6	1	24	5	1	0	7	3	1	5	Testis,Spleen,Brain,Stomach,Lung,Bladder,Vagina,Cervix_Uteri,Blood_Vessel,Blood,Kidney,Esophagus,Ovary,Small_Intestine,Salivary_Gland,Pituitary,Breast,Adrenal_Gland,Muscle,Skin,Colon,Pancreas,Prostate,Thyroid,	Heart,Nerve,Uterus,Fallopian_Tube,Adipose_Tissue,	Liver,		EWS,RB,MEL,MB,HGG,NBL,LGG,	BT,OS,CPC,	ST,	DSRCT,ACT,EPD,WLM,RHB,	IGF2	true	false	false	true	true	IGF2	Gene	1.0	0.75	false	Missing_in_annotated_transcripts	NA	true	false	false	false	false	true	false	true	false	true	NA	Tier 2	false	true	false	false
